# Channel,Subsystem,Area,Mirror,Distance,Direction,Sensor,Fs
L1:SUS-SR2_M3_WIT_L_DQ,SUS,HAM4,SR2,,LON,OSEM,256
L1:SUS-SR2_M3_WIT_P_DQ,SUS,HAM4,SR2,,PIT,OSEM,256
L1:SUS-SR2_M3_WIT_Y_DQ,SUS,HAM4,SR2,,YAW,OSEM,256
L1:SUS-SR3_M1_DAMP_L_IN1_DQ,SUS,HAM5,SR3,,LON,,256
L1:SUS-SR3_M1_DAMP_P_IN1_DQ,SUS,HAM5,SR3,,PIT,,256
L1:SUS-SR3_M1_DAMP_R_IN1_DQ,SUS,HAM5,SR3,,,,256
L1:SUS-SR3_M1_DAMP_T_IN1_DQ,SUS,HAM5,SR3,,,,256
L1:SUS-SR3_M1_DAMP_V_IN1_DQ,SUS,HAM5,SR3,,,,256
L1:SUS-SR3_M1_DAMP_Y_IN1_DQ,SUS,HAM5,SR3,,YAW,,256
L1:SUS-SR3_M1_ISIINF_RX_OUT_DQ,SUS,HAM5,SR3,,RX,,1024
L1:SUS-SR3_M1_ISIINF_RY_OUT_DQ,SUS,HAM5,SR3,,RY,,1024
L1:SUS-SR3_M1_ISIINF_RZ_OUT_DQ,SUS,HAM5,SR3,,RZ,,1024
L1:SUS-SR3_M1_ISIINF_X_OUT_DQ,SUS,HAM5,SR3,,X,,1024
L1:SUS-SR3_M1_ISIINF_Y_OUT_DQ,SUS,HAM5,SR3,,YAW,,1024
L1:SUS-SR3_M1_ISIINF_Z_OUT_DQ,SUS,HAM5,SR3,,Z,,1024
L1:SUS-SR3_M1_ISIWIT_L_DQ,SUS,HAM5,SR3,,LON,OSEM,1024
L1:SUS-SR3_M1_ISIWIT_P_DQ,SUS,HAM5,SR3,,PIT,OSEM,1024
L1:SUS-SR3_M1_ISIWIT_R_DQ,SUS,HAM5,SR3,,,OSEM,1024
L1:SUS-SR3_M1_ISIWIT_T_DQ,SUS,HAM5,SR3,,,OSEM,1024
L1:SUS-SR3_M1_ISIWIT_V_DQ,SUS,HAM5,SR3,,,OSEM,1024
L1:SUS-SR3_M1_ISIWIT_Y_DQ,SUS,HAM5,SR3,,YAW,OSEM,1024
L1:SUS-SR3_M1_LOCK_L_IN1_DQ,SUS,HAM5,SR3,,LON,FEEDBACK,512
L1:SUS-SR3_M1_LOCK_P_IN1_DQ,SUS,HAM5,SR3,,PIT,FEEDBACK,512
L1:SUS-SR3_M1_LOCK_Y_IN1_DQ,SUS,HAM5,SR3,,YAW,FEEDBACK,512
L1:SUS-SR3_M1_MASTER_OUT_LF_DQ,SUS,HAM5,SR3,,,,512
L1:SUS-SR3_M1_MASTER_OUT_RT_DQ,SUS,HAM5,SR3,,,,512
L1:SUS-SR3_M1_MASTER_OUT_SD_DQ,SUS,HAM5,SR3,,,,512
L1:SUS-SR3_M1_MASTER_OUT_T1_DQ,SUS,HAM5,SR3,,,,512
L1:SUS-SR3_M1_MASTER_OUT_T2_DQ,SUS,HAM5,SR3,,,,512
L1:SUS-SR3_M1_MASTER_OUT_T3_DQ,SUS,HAM5,SR3,,,,512
L1:SUS-SR3_M2_LOCK_L_IN1_DQ,SUS,HAM5,SR3,,LON,FEEDBACK,1024
L1:SUS-SR3_M2_LOCK_P_IN1_DQ,SUS,HAM5,SR3,,PIT,FEEDBACK,1024
L1:SUS-SR3_M2_LOCK_Y_IN1_DQ,SUS,HAM5,SR3,,YAW,FEEDBACK,1024
L1:SUS-SR3_M2_MASTER_OUT_LL_DQ,SUS,HAM5,SR3,,,,1024
L1:SUS-SR3_M2_MASTER_OUT_LR_DQ,SUS,HAM5,SR3,,,,1024
L1:SUS-SR3_M2_MASTER_OUT_UL_DQ,SUS,HAM5,SR3,,,,1024
L1:SUS-SR3_M2_MASTER_OUT_UR_DQ,SUS,HAM5,SR3,,,,1024
L1:SUS-SR3_M2_WIT_L_DQ,SUS,HAM5,SR3,,LON,OSEM,256
L1:SUS-SR3_M2_WIT_P_DQ,SUS,HAM5,SR3,,PIT,OSEM,256
L1:SUS-SR3_M2_WIT_Y_DQ,SUS,HAM5,SR3,,YAW,OSEM,256
L1:SUS-SR3_M3_LOCK_L_IN1_DQ,SUS,HAM5,SR3,,LON,FEEDBACK,2048
L1:SUS-SR3_M3_LOCK_P_IN1_DQ,SUS,HAM5,SR3,,PIT,FEEDBACK,2048
L1:SUS-SR3_M3_LOCK_Y_IN1_DQ,SUS,HAM5,SR3,,YAW,FEEDBACK,2048
L1:SUS-SR3_M3_MASTER_OUT_LL_DQ,SUS,HAM5,SR3,,,,2048
L1:SUS-SR3_M3_MASTER_OUT_LR_DQ,SUS,HAM5,SR3,,,,2048
L1:SUS-SR3_M3_MASTER_OUT_UL_DQ,SUS,HAM5,SR3,,,,2048
L1:SUS-SR3_M3_MASTER_OUT_UR_DQ,SUS,HAM5,SR3,,,,2048
L1:SUS-SR3_M3_OPLEV_PIT_OUT_DQ,SUS,HAM5,SR3,,PIT,QPD,256
L1:SUS-SR3_M3_OPLEV_SUM_OUT_DQ,SUS,HAM5,SR3,,,,256
L1:SUS-SR3_M3_OPLEV_YAW_OUT_DQ,SUS,HAM5,SR3,,YAW,QPD,256
L1:SUS-SR3_M3_WIT_L_DQ,SUS,HAM5,SR3,,LON,OSEM,256
L1:SUS-SR3_M3_WIT_P_DQ,SUS,HAM5,SR3,,PIT,OSEM,256
L1:SUS-SR3_M3_WIT_Y_DQ,SUS,HAM5,SR3,,YAW,OSEM,256
L1:SUS-SRM_M1_DAMP_L_IN1_DQ,SUS,HAM5,SRM,,LON,,256
L1:SUS-SRM_M1_DAMP_P_IN1_DQ,SUS,HAM5,SRM,,PIT,,256
L1:SUS-SRM_M1_DAMP_R_IN1_DQ,SUS,HAM5,SRM,,,,256
L1:SUS-SRM_M1_DAMP_T_IN1_DQ,SUS,HAM5,SRM,,,,256
L1:SUS-SRM_M1_DAMP_V_IN1_DQ,SUS,HAM5,SRM,,,,256
L1:SUS-SRM_M1_DAMP_Y_IN1_DQ,SUS,HAM5,SRM,,YAW,,256
L1:SUS-SRM_M1_ISIWIT_L_DQ,SUS,HAM5,SRM,,LON,OSEM,1024
L1:SUS-SRM_M1_ISIWIT_P_DQ,SUS,HAM5,SRM,,PIT,OSEM,1024
L1:SUS-SRM_M1_ISIWIT_R_DQ,SUS,HAM5,SRM,,,OSEM,1024
L1:SUS-SRM_M1_ISIWIT_T_DQ,SUS,HAM5,SRM,,,OSEM,1024
L1:SUS-SRM_M1_ISIWIT_V_DQ,SUS,HAM5,SRM,,,OSEM,1024
L1:SUS-SRM_M1_ISIWIT_Y_DQ,SUS,HAM5,SRM,,YAW,OSEM,1024
L1:SUS-SRM_M1_LOCK_L_IN1_DQ,SUS,HAM5,SRM,,LON,FEEDBACK,512
L1:SUS-SRM_M1_LOCK_P_IN1_DQ,SUS,HAM5,SRM,,PIT,FEEDBACK,512
L1:SUS-SRM_M1_LOCK_Y_IN1_DQ,SUS,HAM5,SRM,,YAW,FEEDBACK,512
L1:SUS-SRM_M1_MASTER_OUT_LF_DQ,SUS,HAM5,SRM,,,,512
L1:SUS-SRM_M1_MASTER_OUT_RT_DQ,SUS,HAM5,SRM,,,,512
L1:SUS-SRM_M1_MASTER_OUT_SD_DQ,SUS,HAM5,SRM,,,,512
L1:SUS-SRM_M1_MASTER_OUT_T1_DQ,SUS,HAM5,SRM,,,,512
L1:SUS-SRM_M1_MASTER_OUT_T2_DQ,SUS,HAM5,SRM,,,,512
L1:SUS-SRM_M1_MASTER_OUT_T3_DQ,SUS,HAM5,SRM,,,,512
L1:SUS-SRM_M2_LOCK_L_IN1_DQ,SUS,HAM5,SRM,,LON,FEEDBACK,1024
L1:SUS-SRM_M2_LOCK_P_IN1_DQ,SUS,HAM5,SRM,,PIT,FEEDBACK,1024
L1:SUS-SRM_M2_LOCK_Y_IN1_DQ,SUS,HAM5,SRM,,YAW,FEEDBACK,1024
L1:SUS-SRM_M2_MASTER_OUT_LL_DQ,SUS,HAM5,SRM,,,,1024
L1:SUS-SRM_M2_MASTER_OUT_LR_DQ,SUS,HAM5,SRM,,,,1024
L1:SUS-SRM_M2_MASTER_OUT_UL_DQ,SUS,HAM5,SRM,,,,1024
L1:SUS-SRM_M2_MASTER_OUT_UR_DQ,SUS,HAM5,SRM,,,,1024
L1:SUS-SRM_M2_WIT_L_DQ,SUS,HAM5,SRM,,LON,OSEM,256
L1:SUS-SRM_M2_WIT_P_DQ,SUS,HAM5,SRM,,PIT,OSEM,256
L1:SUS-SRM_M2_WIT_Y_DQ,SUS,HAM5,SRM,,YAW,OSEM,256
L1:SUS-SRM_M3_LOCK_L_IN1_DQ,SUS,HAM5,SRM,,LON,FEEDBACK,2048
L1:SUS-SRM_M3_LOCK_P_IN1_DQ,SUS,HAM5,SRM,,PIT,FEEDBACK,2048
L1:SUS-SRM_M3_LOCK_Y_IN1_DQ,SUS,HAM5,SRM,,YAW,FEEDBACK,2048
L1:SUS-SRM_M3_MASTER_OUT_LL_DQ,SUS,HAM5,SRM,,,,2048
L1:SUS-SRM_M3_MASTER_OUT_LR_DQ,SUS,HAM5,SRM,,,,2048
L1:SUS-SRM_M3_MASTER_OUT_UL_DQ,SUS,HAM5,SRM,,,,2048
L1:SUS-SRM_M3_MASTER_OUT_UR_DQ,SUS,HAM5,SRM,,,,2048
L1:SUS-SRM_M3_WIT_L_DQ,SUS,HAM5,SRM,,LON,OSEM,256
L1:SUS-SRM_M3_WIT_P_DQ,SUS,HAM5,SRM,,PIT,OSEM,256
L1:SUS-SRM_M3_WIT_Y_DQ,SUS,HAM5,SRM,,YAW,OSEM,256
L1:SUS-OMC_M1_DAMP_L_IN1_DQ,SUS,HAM6,OMC,,LON,,256
L1:SUS-OMC_M1_DAMP_P_IN1_DQ,SUS,HAM6,OMC,,PIT,,256
L1:SUS-OMC_M1_DAMP_R_IN1_DQ,SUS,HAM6,OMC,,,,256
L1:SUS-OMC_M1_DAMP_T_IN1_DQ,SUS,HAM6,OMC,,,,256
L1:SUS-OMC_M1_DAMP_V_IN1_DQ,SUS,HAM6,OMC,,,,256
L1:SUS-OMC_M1_DAMP_Y_IN1_DQ,SUS,HAM6,OMC,,YAW,,256
L1:SUS-OMC_M1_ISIINF_RX_OUT_DQ,SUS,HAM6,OMC,,RX,,1024
L1:SUS-OMC_M1_ISIINF_RY_OUT_DQ,SUS,HAM6,OMC,,RY,,1024
L1:SUS-OMC_M1_ISIINF_RZ_OUT_DQ,SUS,HAM6,OMC,,RZ,,1024
L1:SUS-OMC_M1_ISIINF_X_OUT_DQ,SUS,HAM6,OMC,,X,,1024
L1:SUS-OMC_M1_ISIINF_Y_OUT_DQ,SUS,HAM6,OMC,,YAW,,1024
L1:SUS-OMC_M1_ISIINF_Z_OUT_DQ,SUS,HAM6,OMC,,Z,,1024
L1:SUS-OMC_M1_ISIWIT_L_DQ,SUS,HAM6,OMC,,LON,OSEM,1024
L1:SUS-OMC_M1_ISIWIT_P_DQ,SUS,HAM6,OMC,,PIT,OSEM,1024
L1:SUS-OMC_M1_ISIWIT_R_DQ,SUS,HAM6,OMC,,,OSEM,1024
L1:SUS-OMC_M1_ISIWIT_T_DQ,SUS,HAM6,OMC,,,OSEM,1024
L1:SUS-OMC_M1_ISIWIT_V_DQ,SUS,HAM6,OMC,,,OSEM,1024
L1:SUS-OMC_M1_ISIWIT_Y_DQ,SUS,HAM6,OMC,,YAW,OSEM,1024
L1:SUS-OMC_M1_LOCK_L_IN1_DQ,SUS,HAM6,OMC,,LON,FEEDBACK,512
L1:SUS-OMC_M1_LOCK_P_IN1_DQ,SUS,HAM6,OMC,,PIT,FEEDBACK,512
L1:SUS-OMC_M1_LOCK_Y_IN1_DQ,SUS,HAM6,OMC,,YAW,FEEDBACK,512
L1:SUS-OMC_M1_MASTER_OUT_LF_DQ,SUS,HAM6,OMC,,,,512
L1:SUS-OMC_M1_MASTER_OUT_RT_DQ,SUS,HAM6,OMC,,,,512
L1:SUS-OMC_M1_MASTER_OUT_SD_DQ,SUS,HAM6,OMC,,,,512
L1:SUS-OMC_M1_MASTER_OUT_T1_DQ,SUS,HAM6,OMC,,,,512
L1:SUS-OMC_M1_MASTER_OUT_T2_DQ,SUS,HAM6,OMC,,,,512
L1:SUS-OMC_M1_MASTER_OUT_T3_DQ,SUS,HAM6,OMC,,,,512
L1:HPI-HAM1_BLND_IPS_HP_IN1_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_BLND_IPS_RX_IN1_DQ,HPI,HAM1,,,RX,,512
L1:HPI-HAM1_BLND_IPS_RY_IN1_DQ,HPI,HAM1,,,RY,,512
L1:HPI-HAM1_BLND_IPS_RZ_IN1_DQ,HPI,HAM1,,,RZ,,512
L1:HPI-HAM1_BLND_IPS_VP_IN1_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_BLND_IPS_X_IN1_DQ,HPI,HAM1,,,X,,512
L1:HPI-HAM1_BLND_IPS_Y_IN1_DQ,HPI,HAM1,,,YAW,,512
L1:HPI-HAM1_BLND_IPS_Z_IN1_DQ,HPI,HAM1,,,Z,,512
L1:HPI-HAM1_BLND_L4C_HP_IN1_DQ,HPI,HAM1,,,,,1024
L1:HPI-HAM1_BLND_L4C_RX_IN1_DQ,HPI,HAM1,,,RX,,1024
L1:HPI-HAM1_BLND_L4C_RY_IN1_DQ,HPI,HAM1,,,RY,,1024
L1:HPI-HAM1_BLND_L4C_RZ_IN1_DQ,HPI,HAM1,,,RZ,,1024
L1:HPI-HAM1_BLND_L4C_VP_IN1_DQ,HPI,HAM1,,,,,1024
L1:HPI-HAM1_BLND_L4C_X_IN1_DQ,HPI,HAM1,,,X,,1024
L1:HPI-HAM1_BLND_L4C_Y_IN1_DQ,HPI,HAM1,,,YAW,,1024
L1:HPI-HAM1_BLND_L4C_Z_IN1_DQ,HPI,HAM1,,,Z,,1024
L1:HPI-HAM1_MASTER_OUT_H1_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_MASTER_OUT_H2_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_MASTER_OUT_H3_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_MASTER_OUT_H4_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_MASTER_OUT_V1_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_MASTER_OUT_V2_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_MASTER_OUT_V3_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM1_MASTER_OUT_V4_DQ,HPI,HAM1,,,,,512
L1:HPI-HAM6_BLND_IPS_HP_IN1_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_BLND_IPS_RX_IN1_DQ,HPI,HAM6,,,RX,,512
L1:HPI-HAM6_BLND_IPS_RY_IN1_DQ,HPI,HAM6,,,RY,,512
L1:HPI-HAM6_BLND_IPS_RZ_IN1_DQ,HPI,HAM6,,,RZ,,512
L1:HPI-HAM6_BLND_IPS_VP_IN1_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_BLND_IPS_X_IN1_DQ,HPI,HAM6,,,X,,512
L1:HPI-HAM6_BLND_IPS_Y_IN1_DQ,HPI,HAM6,,,YAW,,512
L1:HPI-HAM6_BLND_IPS_Z_IN1_DQ,HPI,HAM6,,,Z,,512
L1:HPI-HAM6_BLND_L4C_HP_IN1_DQ,HPI,HAM6,,,,,1024
L1:HPI-HAM6_BLND_L4C_RX_IN1_DQ,HPI,HAM6,,,RX,,1024
L1:HPI-HAM6_BLND_L4C_RY_IN1_DQ,HPI,HAM6,,,RY,,1024
L1:HPI-HAM6_BLND_L4C_RZ_IN1_DQ,HPI,HAM6,,,RZ,,1024
L1:HPI-HAM6_BLND_L4C_VP_IN1_DQ,HPI,HAM6,,,,,1024
L1:HPI-HAM6_BLND_L4C_X_IN1_DQ,HPI,HAM6,,,X,,1024
L1:HPI-HAM6_BLND_L4C_Y_IN1_DQ,HPI,HAM6,,,YAW,,1024
L1:HPI-HAM6_BLND_L4C_Z_IN1_DQ,HPI,HAM6,,,Z,,1024
L1:HPI-HAM6_MASTER_OUT_H1_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_MASTER_OUT_H2_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_MASTER_OUT_H3_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_MASTER_OUT_H4_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_MASTER_OUT_V1_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_MASTER_OUT_V2_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_MASTER_OUT_V3_DQ,HPI,HAM6,,,,,512
L1:HPI-HAM6_MASTER_OUT_V4_DQ,HPI,HAM6,,,,,512
L1:ISI-HAM6_BLND_CPSRX_IN1_DQ,ISI,HAM6,,,RX,SEIS,512
L1:ISI-HAM6_BLND_CPSRY_IN1_DQ,ISI,HAM6,,,RY,SEIS,512
L1:ISI-HAM6_BLND_CPSRZ_IN1_DQ,ISI,HAM6,,,RZ,SEIS,512
L1:ISI-HAM6_BLND_CPSX_IN1_DQ,ISI,HAM6,,,,SEIS,512
L1:ISI-HAM6_BLND_CPSY_IN1_DQ,ISI,HAM6,,,,SEIS,512
L1:ISI-HAM6_BLND_CPSZ_IN1_DQ,ISI,HAM6,,,,SEIS,512
L1:ISI-HAM6_BLND_GS13RX_IN1_DQ,ISI,HAM6,,,RX,SEIS,2048
L1:ISI-HAM6_BLND_GS13RY_IN1_DQ,ISI,HAM6,,,RY,SEIS,2048
L1:ISI-HAM6_BLND_GS13RZ_IN1_DQ,ISI,HAM6,,,RZ,SEIS,2048
L1:ISI-HAM6_BLND_GS13X_IN1_DQ,ISI,HAM6,,,,SEIS,2048
L1:ISI-HAM6_BLND_GS13Y_IN1_DQ,ISI,HAM6,,,,SEIS,2048
L1:ISI-HAM6_BLND_GS13Z_IN1_DQ,ISI,HAM6,,,,SEIS,2048
L1:ISI-HAM6_FF_RX_IN1_DQ,ISI,HAM6,,,RX,SEIS,2048
L1:ISI-HAM6_FF_RY_IN1_DQ,ISI,HAM6,,,RY,SEIS,2048
L1:ISI-HAM6_FF_RZ_IN1_DQ,ISI,HAM6,,,RZ,SEIS,2048
L1:ISI-HAM6_FF_X_IN1_DQ,ISI,HAM6,,,X,SEIS,2048
L1:ISI-HAM6_FF_Y_IN1_DQ,ISI,HAM6,,,YAW,SEIS,2048
L1:ISI-HAM6_FF_Z_IN1_DQ,ISI,HAM6,,,Z,SEIS,2048
L1:ISI-HAM6_MASTER_H1_DRIVE_DQ,ISI,HAM6,,,,FEEDBACK,2048
L1:ISI-HAM6_MASTER_H2_DRIVE_DQ,ISI,HAM6,,,,FEEDBACK,2048
L1:ISI-HAM6_MASTER_H3_DRIVE_DQ,ISI,HAM6,,,,FEEDBACK,2048
L1:ISI-HAM6_MASTER_V1_DRIVE_DQ,ISI,HAM6,,,,FEEDBACK,2048
L1:ISI-HAM6_MASTER_V2_DRIVE_DQ,ISI,HAM6,,,,FEEDBACK,2048
L1:ISI-HAM6_MASTER_V3_DRIVE_DQ,ISI,HAM6,,,,FEEDBACK,2048
L1:HPI-HAM2_BLND_IPS_HP_IN1_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_BLND_IPS_RX_IN1_DQ,HPI,HAM2,,,RX,,512
L1:HPI-HAM2_BLND_IPS_RY_IN1_DQ,HPI,HAM2,,,RY,,512
L1:HPI-HAM2_BLND_IPS_RZ_IN1_DQ,HPI,HAM2,,,RZ,,512
L1:HPI-HAM2_BLND_IPS_VP_IN1_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_BLND_IPS_X_IN1_DQ,HPI,HAM2,,,X,,512
L1:HPI-HAM2_BLND_IPS_Y_IN1_DQ,HPI,HAM2,,,YAW,,512
L1:HPI-HAM2_BLND_IPS_Z_IN1_DQ,HPI,HAM2,,,Z,,512
L1:HPI-HAM2_BLND_L4C_HP_IN1_DQ,HPI,HAM2,,,,,1024
L1:HPI-HAM2_BLND_L4C_RX_IN1_DQ,HPI,HAM2,,,RX,,1024
L1:HPI-HAM2_BLND_L4C_RY_IN1_DQ,HPI,HAM2,,,RY,,1024
L1:HPI-HAM2_BLND_L4C_RZ_IN1_DQ,HPI,HAM2,,,RZ,,1024
L1:HPI-HAM2_BLND_L4C_VP_IN1_DQ,HPI,HAM2,,,,,1024
L1:HPI-HAM2_BLND_L4C_X_IN1_DQ,HPI,HAM2,,,X,,1024
L1:HPI-HAM2_BLND_L4C_Y_IN1_DQ,HPI,HAM2,,,YAW,,1024
L1:HPI-HAM2_BLND_L4C_Z_IN1_DQ,HPI,HAM2,,,Z,,1024
L1:HPI-HAM2_MASTER_OUT_H1_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_MASTER_OUT_H2_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_MASTER_OUT_H3_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_MASTER_OUT_H4_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_MASTER_OUT_V1_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_MASTER_OUT_V2_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_MASTER_OUT_V3_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM2_MASTER_OUT_V4_DQ,HPI,HAM2,,,,,512
L1:HPI-HAM3_BLND_IPS_HP_IN1_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_BLND_IPS_RX_IN1_DQ,HPI,HAM3,,,RX,,512
L1:HPI-HAM3_BLND_IPS_RY_IN1_DQ,HPI,HAM3,,,RY,,512
L1:HPI-HAM3_BLND_IPS_RZ_IN1_DQ,HPI,HAM3,,,RZ,,512
L1:HPI-HAM3_BLND_IPS_VP_IN1_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_BLND_IPS_X_IN1_DQ,HPI,HAM3,,,X,,512
L1:HPI-HAM3_BLND_IPS_Y_IN1_DQ,HPI,HAM3,,,YAW,,512
L1:HPI-HAM3_BLND_IPS_Z_IN1_DQ,HPI,HAM3,,,Z,,512
L1:HPI-HAM3_BLND_L4C_HP_IN1_DQ,HPI,HAM3,,,,,1024
L1:HPI-HAM3_BLND_L4C_RX_IN1_DQ,HPI,HAM3,,,RX,,1024
L1:HPI-HAM3_BLND_L4C_RY_IN1_DQ,HPI,HAM3,,,RY,,1024
L1:HPI-HAM3_BLND_L4C_RZ_IN1_DQ,HPI,HAM3,,,RZ,,1024
L1:HPI-HAM3_BLND_L4C_VP_IN1_DQ,HPI,HAM3,,,,,1024
L1:HPI-HAM3_BLND_L4C_X_IN1_DQ,HPI,HAM3,,,X,,1024
L1:HPI-HAM3_BLND_L4C_Y_IN1_DQ,HPI,HAM3,,,YAW,,1024
L1:HPI-HAM3_BLND_L4C_Z_IN1_DQ,HPI,HAM3,,,Z,,1024
L1:HPI-HAM3_MASTER_OUT_H1_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_MASTER_OUT_H2_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_MASTER_OUT_H3_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_MASTER_OUT_H4_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_MASTER_OUT_V1_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_MASTER_OUT_V2_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_MASTER_OUT_V3_DQ,HPI,HAM3,,,,,512
L1:HPI-HAM3_MASTER_OUT_V4_DQ,HPI,HAM3,,,,,512
L1:ISI-HAM2_BLND_CPSRX_IN1_DQ,ISI,HAM2,,,RX,SEIS,512
L1:ISI-HAM2_BLND_CPSRY_IN1_DQ,ISI,HAM2,,,RY,SEIS,512
L1:ISI-HAM2_BLND_CPSRZ_IN1_DQ,ISI,HAM2,,,RZ,SEIS,512
L1:ISI-HAM2_BLND_CPSX_IN1_DQ,ISI,HAM2,,,,SEIS,512
L1:ISI-HAM2_BLND_CPSY_IN1_DQ,ISI,HAM2,,,,SEIS,512
L1:ISI-HAM2_BLND_CPSZ_IN1_DQ,ISI,HAM2,,,,SEIS,512
L1:ISI-HAM2_BLND_GS13RX_IN1_DQ,ISI,HAM2,,,RX,SEIS,2048
L1:ISI-HAM2_BLND_GS13RY_IN1_DQ,ISI,HAM2,,,RY,SEIS,2048
L1:ISI-HAM2_BLND_GS13RZ_IN1_DQ,ISI,HAM2,,,RZ,SEIS,2048
L1:ISI-HAM2_BLND_GS13X_IN1_DQ,ISI,HAM2,,,,SEIS,2048
L1:ISI-HAM2_BLND_GS13Y_IN1_DQ,ISI,HAM2,,,,SEIS,2048
L1:ISI-HAM2_BLND_GS13Z_IN1_DQ,ISI,HAM2,,,,SEIS,2048
L1:ISI-HAM2_FF_RX_IN1_DQ,ISI,HAM2,,,RX,SEIS,2048
L1:ISI-HAM2_FF_RY_IN1_DQ,ISI,HAM2,,,RY,SEIS,2048
L1:ISI-HAM2_FF_RZ_IN1_DQ,ISI,HAM2,,,RZ,SEIS,2048
L1:ISI-HAM2_FF_X_IN1_DQ,ISI,HAM2,,,X,SEIS,2048
L1:ISI-HAM2_FF_Y_IN1_DQ,ISI,HAM2,,,YAW,SEIS,2048
L1:ISI-HAM2_FF_Z_IN1_DQ,ISI,HAM2,,,Z,SEIS,2048
L1:ISI-HAM2_MASTER_H1_DRIVE_DQ,ISI,HAM2,,,,FEEDBACK,2048
L1:ISI-HAM2_MASTER_H2_DRIVE_DQ,ISI,HAM2,,,,FEEDBACK,2048
L1:ISI-HAM2_MASTER_H3_DRIVE_DQ,ISI,HAM2,,,,FEEDBACK,2048
L1:ISI-HAM2_MASTER_V1_DRIVE_DQ,ISI,HAM2,,,,FEEDBACK,2048
L1:ISI-HAM2_MASTER_V2_DRIVE_DQ,ISI,HAM2,,,,FEEDBACK,2048
L1:ISI-HAM2_MASTER_V3_DRIVE_DQ,ISI,HAM2,,,,FEEDBACK,2048
L1:ISI-HAM3_BLND_CPSRX_IN1_DQ,ISI,HAM3,,,RX,SEIS,512
L1:ISI-HAM3_BLND_CPSRY_IN1_DQ,ISI,HAM3,,,RY,SEIS,512
L1:ISI-HAM3_BLND_CPSRZ_IN1_DQ,ISI,HAM3,,,RZ,SEIS,512
L1:ISI-HAM3_BLND_CPSX_IN1_DQ,ISI,HAM3,,,,SEIS,512
L1:ISI-HAM3_BLND_CPSY_IN1_DQ,ISI,HAM3,,,,SEIS,512
L1:ISI-HAM3_BLND_CPSZ_IN1_DQ,ISI,HAM3,,,,SEIS,512
L1:ISI-HAM3_BLND_GS13RX_IN1_DQ,ISI,HAM3,,,RX,SEIS,2048
L1:ISI-HAM3_BLND_GS13RY_IN1_DQ,ISI,HAM3,,,RY,SEIS,2048
L1:ISI-HAM3_BLND_GS13RZ_IN1_DQ,ISI,HAM3,,,RZ,SEIS,2048
L1:ISI-HAM3_BLND_GS13X_IN1_DQ,ISI,HAM3,,,,SEIS,2048
L1:ISI-HAM3_BLND_GS13Y_IN1_DQ,ISI,HAM3,,,,SEIS,2048
L1:ISI-HAM3_BLND_GS13Z_IN1_DQ,ISI,HAM3,,,,SEIS,2048
L1:ISI-HAM3_FF_RX_IN1_DQ,ISI,HAM3,,,RX,SEIS,2048
L1:ISI-HAM3_FF_RY_IN1_DQ,ISI,HAM3,,,RY,SEIS,2048
L1:ISI-HAM3_FF_RZ_IN1_DQ,ISI,HAM3,,,RZ,SEIS,2048
L1:ISI-HAM3_FF_X_IN1_DQ,ISI,HAM3,,,X,SEIS,2048
L1:ISI-HAM3_FF_Y_IN1_DQ,ISI,HAM3,,,YAW,SEIS,2048
L1:ISI-HAM3_FF_Z_IN1_DQ,ISI,HAM3,,,Z,SEIS,2048
